source_id,transit_id,band,time,mag,flux,flux_error,flux_over_error,rejected_by_photometry,rejected_by_variability,other_flags,solution_id
3184429598120069120,17696165671740363,G,1716.8712385693693,15.491866,11983.945,16.693207,717.8935,false,false,1,369295549951641967
3184429598120069120,17700257961009816,G,1716.9452515640173,15.465955,12273.383,23.515797,521.9208,false,false,1,369295549951641967
3184429598120069120,18560424777623013,G,1732.5021342752177,15.52407,11633.719,21.33445,545.30206,false,false,1,369295549951641967
3184429598120069120,18564517029122916,G,1732.5761459490977,15.533279,11535.451,14.754713,781.8147,false,false,1,369295549951641967
3184429598120069120,19611342080189302,G,1751.5086607938645,15.421289,12788.826,21.114433,605.69116,false,false,1,369295549951641967
3184429598120069120,19615434361328963,G,1751.582671692814,15.437053,12604.49,57.85969,217.84578,false,false,4097,369295549951641967
3184429598120069120,19625175259706293,G,1751.7588404869966,15.461922,12319.0625,23.58831,522.25287,false,false,1,369295549951641967
3184429598120069120,23634699366330481,G,1824.269396028456,15.551178,11346.849,22.334696,508.03683,false,false,1,369295549951641967
3184429598120069120,23648532718838397,G,1824.5195323973978,15.586095,10987.736,20.388992,538.90533,false,false,2097153,369295549951641967
3184429598120069120,23652625069830880,G,1824.5935581033063,15.588136,10967.107,17.415586,629.72943,false,false,1,369295549951641967
3184429598120069120,23662365987722168,G,1824.7697093506592,15.602455,10823.412,22.65762,477.69412,false,false,1,369295549951641967
3184429598120069120,23666458313548755,G,1824.843713493373,15.610655,10741.983,29.529015,363.77722,false,false,4097,369295549951641967
3184429598120069120,23676199175472135,G,1825.0198355611597,15.617532,10674.157,19.247988,554.55963,false,false,4194817,369295549951641967
3184429598120069120,23680291479802853,G,1825.0938674134666,15.617134,10678.066,23.166557,460.92593,false,false,1,369295549951641967
3184429598120069120,23690032293229428,G,1825.2700166535344,15.625242,10598.625,21.950363,482.84512,false,false,1,369295549951641967
3184429598120069120,23694124578816782,G,1825.3439919093773,15.622564,10624.797,19.820147,536.0604,false,false,4194817,369295549951641967
3184429598120069120,23703865349513716,G,1825.5201684408323,15.617406,10675.398,13.478257,792.0459,false,false,1,369295549951641967
3184429598120069120,23707957617406280,G,1825.5941714850478,15.62188,10631.502,17.85336,595.4903,false,false,1,369295549951641967
3184429598120069120,23717698353506145,G,1825.7703192060592,15.607703,10771.225,15.691448,686.43915,false,false,1,369295549951641967
3184429598120069120,23721790607636077,G,1825.8443219703286,15.603913,10808.891,23.472622,460.4893,false,false,1,369295549951641967
3184429598120069120,23731531311092733,G,1826.020469052541,15.596097,10886.978,21.010082,518.1787,false,false,1,369295549951641967
