source_id,transit_id,band,time,mag,flux,flux_error,flux_over_error,rejected_by_photometry,rejected_by_variability,other_flags,solution_id
5932997939411720960,17120221996531773,G,1706.4544174906007,9.957856,1959764.4,3556.5735,551.02594,false,false,4198913,369295549951641967
5932997939411720960,17124314295219650,G,1706.5284450061208,9.96062,1954781.8,1171.3915,1668.7689,false,false,1,369295549951641967
5932997939411720960,19021217770266847,G,1740.8302077034052,9.944754,1983557.6,2223.1714,892.2199,false,false,4097,369295549951641967
5932997939411720960,19025310052701280,G,1740.9042077877605,9.954133,1966496.2,2689.2354,731.2474,false,false,4097,369295549951641967
5932997939411720960,24266617849784085,G,1835.6893986012485,9.578137,2780297.5,5229.6567,531.6405,false,false,4097,369295549951641967
5932997939411720960,24270710156744509,G,1835.7634096028166,9.58903,2752542.2,4796.1694,573.9043,false,false,4097,369295549951641967
5932997939411720960,24280450891543153,G,1835.939574698369,9.631724,2646407.2,2891.6553,915.1876,false,false,4097,369295549951641967
5932997939411720960,24806001848631731,G,1845.4444269087992,9.788461,2290667.8,2600.2388,880.9452,false,false,4198913,369295549951641967
5932997939411720960,24810094137361902,G,1845.5184386249193,9.734508,2407373.0,2462.6816,977.54126,false,false,4198913,369295549951641967
5932997939411720960,26919041763140199,G,1883.66068462021,9.625328,2662043.8,2814.1235,945.9584,false,false,4097,369295549951641967
5932997939411720960,28784317048562994,G,1917.3960360884407,9.974317,1930277.5,2198.6128,877.9525,false,false,4097,369295549951641967
5932997939411720960,28788409301373636,G,1917.4700479755027,9.973226,1932217.8,2798.9482,690.3371,false,false,4097,369295549951641967
5932997939411720960,29835237750744195,G,1936.4026664417008,9.672892,2547942.0,11051.941,230.5425,false,false,4097,369295549951641967
5932997939411720960,29839330033194621,G,1936.476682634962,9.733192,2410289.2,5361.778,449.53174,false,false,4097,369295549951641967
5932997939411720960,29849070918989139,G,1936.652848165633,9.7569065,2358217.2,7237.9185,325.8143,false,false,4097,369295549951641967
5932997939411720960,34162967542920487,G,2014.6678896661645,9.757596,2356720.0,7103.133,331.786,false,false,4097,369295549951641967
5932997939411720960,34180893209194837,G,2014.9920553453903,9.568994,2803812.8,3493.9902,802.4672,false,false,4097,369295549951641967
5932997939411720960,34190634137839269,G,2015.1682063700994,9.563274,2818619.5,2239.9966,1258.3142,false,false,1,369295549951641967
5932997939411720960,34194726476117340,G,2015.242208212912,9.562622,2820314.0,15604.031,180.74266,false,false,4097,369295549951641967
5932997939411720960,34204467382735409,G,2015.4183612135419,9.613664,2690796.5,1787.023,1505.7426,false,false,1,369295549951641967
5932997939411720960,34208559713542311,G,2015.4923653938326,9.631977,2645790.0,1950.1508,1356.7104,false,false,8192,369295549951641967
5932997939411720960,34218300603126973,G,2015.6685159388903,9.675563,2541680.8,2859.025,889.0026,false,false,4097,369295549951641967
5932997939411720960,34222392926331629,G,2015.7425199623563,9.691514,2504613.8,2177.1663,1150.4008,false,false,4097,369295549951641967
5932997939411720960,34232133802808932,G,2015.91867021334,9.735452,2405278.8,2808.8882,856.30994,false,false,4097,369295549951641967
5932997939411720960,34236226123523154,G,2015.9926746598421,9.753931,2364688.8,2318.3308,1019.9963,false,false,8192,369295549951641967
5932997939411720960,34245966994888489,G,2016.1688453683355,9.793249,2280586.2,4897.2183,465.69012,false,false,36865,369295549951641967
5932997939411720960,34250059316257997,G,2016.2428282244894,9.806589,2252738.0,1111.8527,2026.1119,false,false,1,369295549951641967
5932997939411720960,34259800183166722,G,2016.4189767531625,9.843502,2177435.5,5782.896,376.53027,false,false,4097,369295549951641967
5932997939411720960,34263892506502240,G,2016.4929821685903,9.85791,2148732.2,1578.125,1361.5729,false,false,8192,369295549951641967
5932997939411720960,34273633378391530,G,2016.6691321812025,9.89215,2082026.8,1793.6532,1160.7744,false,false,1,369295549951641967
5932997939411720960,34277725704872705,G,2016.7431361708775,9.901371,2064418.5,1672.9874,1233.9713,false,false,1,369295549951641967
5932997939411720960,34287466586330080,G,2016.919284865431,9.926034,2018053.2,1587.1177,1271.5209,false,false,4097,369295549951641967
5932997939411720960,34291558918316208,G,2016.9932904008733,9.935975,1999660.2,1864.4822,1072.5017,false,false,12288,369295549951641967
5932997939411720960,34301299814846685,G,2017.169439305874,9.954198,1966378.2,8556.657,229.80682,false,false,4097,369295549951641967
5932997939411720960,34305392155751751,G,2017.2434435133155,9.961933,1952419.0,1798.5798,1085.5337,false,false,4097,369295549951641967
5932997939411720960,34315133073646788,G,2017.4195935778753,9.967773,1941944.8,7602.9136,255.42113,false,false,4097,369295549951641967
5932997939411720960,34319225425817859,G,2017.4935990981367,9.971576,1935155.2,5234.3623,369.7022,false,false,4097,369295549951641967
5932997939411720960,34328966373341098,G,2017.6697509249434,9.971979,1934436.8,5170.0864,374.15945,false,false,4097,369295549951641967
5932997939411720960,34342799715103152,G,2017.9199060696408,9.890202,2085766.1,1061.9321,1964.1238,false,false,1,369295549951641967
5932997939411720960,36871666689271626,G,2063.649938776622,9.590023,2750026.8,4302.743,639.1333,false,false,4097,369295549951641967
5932997939411720960,36875758981661757,G,2063.723912212439,9.604539,2713506.0,2798.3672,969.6748,false,false,4194817,369295549951641967
5932997939411720960,38819447228867120,G,2098.8716312899746,9.754911,2362554.8,1819.2573,1298.637,false,false,4097,369295549951641967
5932997939411720960,38823539514466801,G,2098.9456338011414,9.770543,2328783.5,1632.137,1426.8309,false,false,1,369295549951641967
5932997939411720960,39745802985174026,G,2115.6231219730275,9.628281,2654812.8,2088.274,1271.2953,false,false,4097,369295549951641967
5932997939411720960,39749895239820462,G,2115.697124813965,9.6465,2610637.5,2172.0972,1201.8972,false,false,4097,369295549951641967
5932997939411720960,44925998247223557,G,2209.3042482166393,9.741329,2392294.2,2452.0354,975.63605,false,false,4097,369295549951641967
5932997939411720960,44935739049408065,G,2209.4804165922314,9.777976,2312894.5,2472.4626,935.46185,false,false,4097,369295549951641967
5932997939411720960,47699162770585027,G,2259.459496363947,9.947646,1978280.8,1106.9078,1787.2136,false,false,1,369295549951641967
5932997939411720960,47703255065490149,G,2259.5335093164626,9.921566,2026375.1,1370.8005,1478.2422,false,false,1,369295549951641967
5932997939411720960,49992903894000680,G,2300.9437501159987,9.932322,2006401.5,1250.5082,1604.4689,false,false,4097,369295549951641967
5932997939411720960,49996996229920554,G,2301.01776286302,9.913753,2041010.0,3230.9036,631.71497,false,false,4097,369295549951641967
5932997939411720960,50006737098786411,G,2301.1939029174846,9.808743,2248273.5,3158.7327,711.7644,false,false,4198913,369295549951641967
5932997939411720960,50010829389873455,G,2301.2679156433046,9.757384,2357178.5,849.7505,2773.9653,false,false,4194817,369295549951641967
5932997939411720960,50020570157426539,G,2301.444110768736,9.634287,2640168.8,2589.8965,1019.4109,false,false,4097,369295549951641967
5932997939411720960,50024662405915084,G,2301.518119884513,9.570434,2800096.5,13331.141,210.04178,false,false,4097,369295549951641967
5932997939411720960,50411967426368702,G,2308.522708143189,9.557705,2833114.8,12352.322,229.35887,false,false,4097,369295549951641967
5932997939411720960,50421708092741097,G,2308.6988711225276,9.56425,2816087.5,1835.3143,1534.3896,false,false,4097,369295549951641967
5932997939411720960,50425800334817124,G,2308.772882178974,9.578715,2778818.8,2806.4634,990.14966,false,false,4097,369295549951641967
5932997939411720960,50435541084151849,G,2308.949047241383,9.627308,2657192.8,3265.0312,813.8338,false,false,4097,369295549951641967
5932997939411720960,50439633362796904,G,2309.023029517957,9.633052,2643173.5,1539.2004,1717.238,false,false,4194817,369295549951641967
5932997939411720960,50449374191960450,G,2309.1991960022633,9.679759,2531878.2,2077.998,1218.4219,false,false,4198913,369295549951641967
5932997939411720960,50453466508354192,G,2309.273235162102,9.695139,2496265.5,2973.6672,839.4569,false,false,4097,369295549951641967
5932997939411720960,50463207425597988,G,2309.4494017430798,9.739845,2395567.0,2001.6991,1196.7667,false,false,4097,369295549951641967
5932997939411720960,17120221996531773,BP,1706.4547587208815,10.83847,638509.2,2624.2488,243.31122,false,false,0,369295549951641967
5932997939411720960,17124314295219650,BP,1706.5287510593737,10.8501215,631693.94,1438.9359,439.00073,false,false,0,369295549951641967
5932997939411720960,19021217770266847,BP,1740.8305205908782,10.827688,644881.56,2316.0437,278.441,false,false,0,369295549951641967
5932997939411720960,19025310052701280,BP,1740.9045135473305,10.856286,628117.44,1183.7202,530.62994,false,false,0,369295549951641967
5932997939411720960,24266617849784085,BP,1835.6897118712993,10.340123,1010429.2,3128.152,323.01154,false,false,0,369295549951641967
5932997939411720960,24270710156744509,BP,1835.7637227341227,10.367079,985652.7,3063.9927,321.68896,false,false,0,369295549951641967
5932997939411720960,24280450890363506,BP,1835.939887998813,10.426512,933148.0,2906.476,321.0582,false,true,0,369295549951641967
5932997939411720960,24280450891543153,BP,1835.939887998813,10.424531,934852.3,2909.3137,321.33087,false,true,0,369295549951641967
5932997939411720960,24806001848631731,BP,1845.4447682027119,10.608132,789409.2,2693.9438,293.03104,false,false,0,369295549951641967
5932997939411720960,24810094137361902,BP,1845.5187799997907,10.536937,842908.75,2788.7222,302.25626,false,false,0,369295549951641967
5932997939411720960,26919041763140199,BP,1883.6609975643642,10.394476,961092.1,2964.4214,324.209,false,false,0,369295549951641967
5932997939411720960,28784317048562994,BP,1917.3963422967433,10.862304,624645.8,1263.7711,494.27127,false,false,0,369295549951641967
5932997939411720960,28788409301373636,BP,1917.4703543003682,10.851028,631166.7,1427.8586,442.03723,false,false,0,369295549951641967
5932997939411720960,29839330033194621,BP,1936.476995026147,10.565061,821355.5,2998.6482,273.90857,false,false,0,369295549951641967
5932997939411720960,29849070918989139,BP,1936.6531550487064,10.607346,789981.8,1553.3009,508.5826,false,false,0,369295549951641967
5932997939411720960,34162967542920487,BP,2014.6681835822837,10.578235,811449.06,944.1061,859.4893,false,false,0,369295549951641967
5932997939411720960,34180893209194837,BP,2014.9923673687533,10.328526,1021280.9,2921.8042,349.53775,false,false,0,369295549951641967
5932997939411720960,34190634137839269,BP,2015.168518944293,10.32937,1020487.4,2923.0298,349.11972,false,false,0,369295549951641967
5932997939411720960,34194726476117340,BP,2015.2425143931507,10.343511,1007282.0,1515.442,664.67865,false,false,0,369295549951641967
5932997939411720960,34204467382735409,BP,2015.4186742463266,10.398593,957454.56,2813.0513,340.36157,false,false,0,369295549951641967
5932997939411720960,34208559713542311,BP,2015.492678256866,10.42833,931586.4,2776.6853,335.50302,false,false,0,369295549951641967
5932997939411720960,34218300603126973,BP,2015.6688290109682,10.488149,881649.4,2693.2039,327.36078,false,false,0,369295549951641967
5932997939411720960,34222392926331629,BP,2015.7428328618037,10.514722,860332.6,2638.7488,326.03812,false,false,0,369295549951641967
5932997939411720960,34232133802808932,BP,2015.9189833102396,10.587336,804675.94,2581.6562,311.68982,false,false,0,369295549951641967
5932997939411720960,34236226123523154,BP,2015.9929870949093,10.604132,792323.75,2537.5957,312.234,false,false,0,369295549951641967
5932997939411720960,34245966994888489,BP,2016.1691373845251,10.654359,756504.7,2521.7183,299.99573,false,false,0,369295549951641967
5932997939411720960,34250059316257997,BP,2016.2431411524415,10.678224,740057.94,2450.1206,302.0496,false,false,0,369295549951641967
5932997939411720960,34259800183166722,BP,2016.419282579032,10.722514,710476.4,1268.8676,559.9295,false,false,0,369295549951641967
5932997939411720960,34263892506502240,BP,2016.4932950897944,10.740101,699060.6,2379.189,293.8231,false,false,0,369295549951641967
5932997939411720960,34273633378391530,BP,2016.6694452712793,10.776417,676064.94,2351.919,287.45248,false,false,0,369295549951641967
5932997939411720960,34277725704872705,BP,2016.7434490705555,10.785512,670425.4,2326.7727,288.13535,false,false,0,369295549951641967
5932997939411720960,34287466586330080,BP,2016.9195906429707,10.815934,651901.2,1183.6735,550.7441,false,false,0,369295549951641967
5932997939411720960,34291558918316208,BP,2016.993603264137,10.822223,648136.0,2301.059,281.66858,false,false,0,369295549951641967
5932997939411720960,34301299814846685,BP,2017.1697450374452,10.847625,633148.3,1177.0183,537.9256,false,false,0,369295549951641967
5932997939411720960,34305392155751751,BP,2017.2437490457085,10.856604,627933.6,1156.8975,542.77374,false,false,0,369295549951641967
5932997939411720960,34315133073646788,BP,2017.4198998954782,10.863985,623678.94,1181.165,528.02014,false,false,0,369295549951641967
5932997939411720960,34319225425817859,BP,2017.4939128143615,10.86446,623406.5,2263.1892,275.45486,false,false,0,369295549951641967
