solution_id,source_id,pf,pf_error,p1_o,p1_o_error,p2_o,p2_o_error,p3_o,p3_o_error,epoch_g,epoch_g_error,epoch_bp,epoch_bp_error,epoch_rp,epoch_rp_error,int_average_g,int_average_g_error,int_average_bp,int_average_bp_error,int_average_rp,int_average_rp_error,peak_to_peak_g,peak_to_peak_g_error,peak_to_peak_bp,peak_to_peak_bp_error,peak_to_peak_rp,peak_to_peak_rp_error,metallicity,metallicity_error,r21_g,r21_g_error,r31_g,r31_g_error,phi21_g,phi21_g_error,phi31_g,phi31_g_error,num_clean_epochs_g,num_clean_epochs_bp,num_clean_epochs_rp,g_absorption,g_absorption_error,type_best_classification,type2_best_sub_classification,mode_best_classification,multi_mode_best_classification,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url
369295549951641967,4659674001582806528,1.9174918276123474,2.915806801879752E-6,,,,,,,1660.9955501968113,4.123573524478065E-6,1662.9263266357684,4.123573524478065E-6,1662.9245459926983,4.123573524478065E-6,16.488731346699222,7.093022422522574E-5,16.77018431567646,6.288506396152052E-4,16.042633281149353,4.96227683134284E-4,0.7563483175338312,0.0010995719561867922,0.8837411930207502,0.008654283919005664,0.5717412388468563,0.006247657230197616,-0.32417700094408075,0.2197626346347871,0.49179575806187237,0.001091504433626942,0.33095057599000305,0.0011652756760392787,4.063142202500011,0.0027215431796097987,2.069098839325301,0.004691863712576718,204,187,182,,,DCEP,,FUNDAMENTAL,,1635721458409799680,Gaia DR2 4659674001582806528,4659674001582806528,1478655689,2015.5,87.38475175631628,0.04664507632578158,-66.63406837100352,0.048627381544462,-0.012549709321486361,0.04734412834966949,-0.26507425,1.657694363269377,0.09950775904937022,0.889731904225266,0.10175052096356846,0.09260746,-0.06374159,0.22289905,0.043105416,0.16131622,0.047766697,-0.26274914,-0.039484516,-0.26065004,0.05349624,195,0,195,0,0.4707579,198.63779,0.0,0.0,31,false,4.74043,1.5984910589475525,0.013971807155948026,0.003800405,22,17,0.101976566,0,209,false,1794,4592.453752515427,22.534065092148683,203.8005,16.533255,198,2552.0228092903726,47.221546528940706,54.04361,16.834177,193,3012.4410305697384,33.40082862657275,90.190605,16.064623,1.2116537,0,0.76955414,0.3009224,0.46863174,,,0,,,,VARIABLE,276.4952029227523,-30.848263287277067,354.76147331073315,-88.9587470800147,110001,5893.8774,5259.7075,6550.222,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=4659674001582806528,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=4659674001582806528
369295549951641967,4659875109143710208,3.9832700939046592,7.2646059744329445E-6,,,,,,,1659.8960303269814,1.0273704294339684E-5,1659.9164593704363,1.0273704294339684E-5,1659.8923593125842,1.0273704294339684E-5,15.38749894462315,4.413769283914076E-5,15.695763654797272,2.1860038406389318E-4,14.906327385096027,1.9465461553119312E-4,0.8271922715899116,4.655225063469487E-4,1.0303281482596844,0.003897332805767256,0.6131621783239716,0.0037036084097314113,-0.1482618377484486,0.22496912930720064,0.4436369742015395,3.6951775504828906E-4,0.23566359255636107,4.846987384813058E-4,4.316314086511191,0.0011749669719843603,2.4638518111453838,0.002347224949310472,192,183,182,,,DCEP,,FUNDAMENTAL,,1635721458409799680,Gaia DR2 4659875109143710208,4659875109143710208,253553978,2015.5,86.23781940905789,0.02538508646418778,-66.38639178544517,0.027741839783937065,-0.007730119928968311,0.026699946544491558,-0.28951818,1.309881678259501,0.04932196447184852,0.5113511454218318,0.05725686590110781,0.07460349,0.063163005,0.24849455,0.009576707,0.3014,0.07412346,-0.19687387,0.15622056,-0.117495954,0.005290725,211,0,210,1,1.953899,246.40874,0.06897368874713926,0.5101736263902552,31,false,14.658541,1.6000886608730418,0.007842543228392028,0.12137884,24,18,0.06326894,0,201,false,1738,12374.43691517412,71.8297466600801,172.27455,15.457052,189,6662.745532366452,149.16754596951827,44.666187,15.792255,187,8403.252851587871,111.45173571529524,75.39813,14.950802,1.2175099,0,0.84145355,0.33520317,0.5062504,,,0,,,,VARIABLE,276.2337574551301,-31.31750188607512,4.894230452590083,-88.48839853987718,110001,5759.0,5356.7466,5840.0,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=4659875109143710208,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=4659875109143710208
369295549951641967,4659773129421027840,1.5172808058367697,2.3846104512084827E-6,,,0.9185592831223113,2.97453272335293E-5,,,1665.4038374940244,3.2345344889697865E-6,1665.3783663617298,3.2345344889697865E-6,1665.3799549237349,3.2345344889697865E-6,15.86139815881941,6.478725752124467E-5,16.056013497386832,3.332564544243521E-4,15.506666539815319,2.4252922207852187E-4,0.4409601122910374,9.162301825550254E-5,0.5775321918453749,4.7129579759529E-4,0.33660606804352433,3.429881151352419E-4,,,0.2170228058408119,8.488180138247582E-4,0.058301447508887654,7.493077970235272E-4,4.340497236796223,0.004971182229116441,2.746802356601773,0.01219164716461686,183,180,177,,,DCEP,,MULTI,F/2O,1635721458409799680,Gaia DR2 4659773129421027840,4659773129421027840,337665700,2015.5,87.40575342998488,0.03243791836013941,-66.31154827203652,0.03577742115097317,-0.026048999602493003,0.03547822764169665,-0.7342249,1.5412980339235398,0.0607463826376588,0.8697854629816313,0.0654266583351285,0.080152676,0.2188735,0.03547096,0.07057708,0.36082244,0.2202218,-0.42283532,0.23388416,-0.3321565,-0.055919338,219,0,219,0,1.1881588,238.81601,0.10274515084598447,0.8217556591903475,31,false,9.167344,1.6465951252534676,0.010984965825774304,-0.030435603,25,16,0.07240096,0,189,false,1650,8490.126074583288,29.489334313520533,287.90497,15.86608,183,5184.040521270956,75.52412606761825,68.640854,16.064716,179,5044.275069699049,44.86008828085983,112.44461,15.504923,1.2047307,0,0.5597935,0.19863605,0.36115742,,,0,,,,VARIABLE,276.1194446354601,-30.853244156654977,12.318468317411408,-88.93347449585039,110001,7200.535,6776.55,7820.0,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=4659773129421027840,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=4659773129421027840
369295549951641967,4659902253338302208,1.0927948457321153,2.2046245469868395E-6,,,,,,,1664.9011472732852,3.1178099342894293E-6,1664.9047440985992,3.1178099342894293E-6,1664.9342295754468,3.1178099342894293E-6,17.015687229078008,8.000678621674842E-5,17.251911127677577,8.343562575557865E-4,16.597180112561084,5.715965440289807E-4,0.8070283209467739,0.0011034233027783329,0.9891599832339111,0.01076263222210645,0.49913062633799044,0.005950511644550562,-0.18599842577054893,0.21976621438467075,0.44961812203208956,0.0010917626503646515,0.2680182694765796,0.0011386405962731329,3.66453093206686,0.0026597861388123626,1.3235160060147795,0.005034071967486291,178,173,167,,,DCEP,,FUNDAMENTAL,,1635721458409799680,Gaia DR2 4659902253338302208,4659902253338302208,14237871,2015.5,85.30597102664034,0.06643081862107056,-66.46013585106408,0.08491165717234452,0.15755751031594045,0.0695717229039065,2.2646775,1.4971038939886203,0.13873232053272028,0.47736833488260744,0.15404627632405365,0.042745613,0.108683616,0.28301644,-0.150769,0.15357445,-0.12064574,-0.54495394,0.26746607,-0.13639951,0.01800968,166,0,164,2,0.12537658,160.57428,0.0,1.5938103220265826E-15,31,false,2.7423863,1.6152221264251079,0.022557927909254608,-0.03313457,19,13,0.15389918,0,186,false,1465,2708.080636692178,11.994180921341666,225.78287,17.106712,163,1547.8849145517056,25.067137742262656,61.74957,17.37704,175,1814.2242504186897,22.410033212709887,80.955894,16.615192,1.24151,0,0.76184845,0.27032852,0.49151993,,,0,,,,VARIABLE,276.3494285910663,-31.68441754953122,0.9228635010898578,-88.1267916981659,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=4659902253338302208,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=4659902253338302208
369295549951641967,4659879197952648192,6.191938862502182,1.1301042164783879E-5,,,,,,,1655.4316220808967,1.5982087098387564E-5,1655.4138483611719,1.5982087098387564E-5,1655.4822434893413,1.5982087098387564E-5,14.935139116716885,2.6739560967321083E-5,15.252004415063409,1.6806496798636407E-4,14.439409180029738,1.640477032478802E-4,0.8054970225537819,2.8837888861392387E-4,0.9940037085150646,0.0020625345377760737,0.6005386784995057,0.0023894998049030724,-0.02292917090452451,0.23375774807315697,0.4142491046089843,3.814910465194512E-4,0.2314137886777777,3.061605371384749E-4,4.962562464601178,8.722551098052068E-4,2.946242629052218,0.0015088007242190164,178,170,162,,,DCEP,,FUNDAMENTAL,,1635721458409799680,Gaia DR2 4659879197952648192,4659879197952648192,857437307,2015.5,85.82748534905468,0.018572425355302586,-66.32801972105314,0.0191173766826739,-0.017570697767706023,0.018097468907303235,-0.97089255,1.4410456430206657,0.03689575721968443,0.6094016565486554,0.038837245145144354,0.12451713,0.23848884,-0.026903324,-0.07836507,0.13806382,-0.025881333,-0.46400645,0.15251696,-0.06362287,0.043099787,250,0,250,0,-0.6246575,230.78989,0.0,0.0,31,false,25.20576,1.6118607638400437,0.005145716001938281,0.06801876,29,18,0.050091162,0,183,true,1593,19172.413370480543,112.83356776674702,169.91763,14.981674,171,10211.993573024192,232.08598621333547,44.000904,15.328611,170,13160.777230888318,183.81179094388,71.5992,14.4637165,1.2190834,0,0.86489487,0.34693718,0.5179577,,,0,,,,VARIABLE,276.17750634455825,-31.48537442283375,6.028322199874633,-88.31667271889032,110001,5649.6567,5392.03,5791.5,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=4659879197952648192,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=4659879197952648192
369295549951641967,4659909365804600448,3.010011865334811,3.4196060908341184E-6,,,,,,,1661.5537689752643,4.836053311631253E-6,1661.5731528706192,4.836053311631253E-6,1661.5703094059545,4.836053311631253E-6,15.796538440342333,5.327072892160171E-5,16.094282358525717,3.1301813798235707E-4,15.339259944609452,2.152137170889792E-4,0.5400337996065119,5.483940045833973E-4,0.6660248957500343,0.00416975699728739,0.43154093898350254,0.0032218441346084895,-0.1932745079508682,0.21976478628735815,0.45183907376457694,0.0013513153154653395,0.23650256544116413,7.877925633373299E-4,4.264043674073655,0.0034098564137350264,2.3328930239977925,0.003794572331983948,173,165,164,,,DCEP,,FUNDAMENTAL,,1635721458409799680,Gaia DR2 4659909365804600448,4659909365804600448,568626102,2015.5,84.98826751912748,0.030315150864215806,-66.4418598005233,0.0417407994585868,0.036535604241331655,0.032071287069010565,1.1391999,1.588164643754984,0.0677323265590374,0.41748679211445805,0.08095603315423339,0.013748933,-0.09530601,0.097193465,-0.12408286,0.09357698,-0.24399546,-0.5990356,0.16146727,-0.14717042,0.1605862,188,0,187,1,-0.6065404,170.03357,0.0,1.4897023514804435E-15,31,false,10.785837,1.6406342282854387,0.011113846061197084,-0.09591964,21,14,0.09326836,0,178,false,1549,9008.942726250205,36.080846115410225,249.68768,15.8016815,173,4999.933751626661,79.30770738574549,63.04474,16.103977,171,5898.880947386555,62.8280745912092,93.88925,15.334996,1.2097774,0,0.768981,0.30229568,0.4666853,,,0,,,,VARIABLE,276.33959366423557,-31.812386479590575,1.1034867795876298,-87.99869505699773,100001,6027.0,5391.53,6873.42,1.773,1.508,2.0577,0.9023,0.631,1.0881,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=4659909365804600448,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=4659909365804600448
369295549951641967,4659904795959092608,2.4065993388344045,4.475736543406984E-6,,,,,,,1664.8145391028925,6.329647321295035E-6,1664.8219347105298,6.329647321295035E-6,1664.8388420646563,6.329647321295035E-6,16.16646531037968,5.361521529788297E-5,16.484988614524326,3.8123874922598735E-4,15.697626391273191,2.3635892198796705E-4,0.4986869667554128,6.736900529362819E-4,0.6158260140673129,0.004591607814746189,0.38221053672823224,0.004440519219674729,-0.11163117575097536,0.21977183233791503,0.4269182584684199,0.0013991922242581286,0.1907534184684626,0.001069310355393006,4.1582475710493085,0.0036153048714316254,2.2126615211187417,0.005873900357885903,172,166,168,,,DCEP,,FUNDAMENTAL,,1635721458409799680,Gaia DR2 4659904795959092608,4659904795959092608,186226211,2015.5,85.40281896495651,0.031543049847925275,-66.34020241345489,0.039361139991825805,-0.057927293441510985,0.03419372076511475,-1.6940916,1.3844269314544777,0.06762119261943966,0.6585832678697835,0.08281603734482128,0.06899528,-0.06281355,0.05287655,-0.086934984,0.16700646,-0.13565774,-0.4183441,0.09500544,-0.19133645,0.17371318,239,0,237,2,1.3485153,261.5543,0.0,0.0,31,false,6.9121547,1.614356707258174,0.010019831212971812,-0.03247688,27,17,0.090460315,0,179,true,1564,6355.868619704068,24.5945135791321,258.42627,16.180428,172,3471.755585554971,51.849806659330504,66.957924,16.500015,172,4215.032490958397,37.66118841304925,111.91979,15.699918,1.2094,0,0.80009747,0.3195877,0.48050976,,,0,,,,VARIABLE,276.2055355879457,-31.654594276960584,4.735047272388944,-88.15048004626662,110001,5838.25,5747.5625,5969.0,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=4659904795959092608,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=4659904795959092608
369295549951641967,4659881981091701376,3.2057706467541562,8.76005506311798E-6,,,,,,,1665.9944576324729,1.2388588677396547E-5,1666.0075632965923,1.2388588677396547E-5,1666.1106658924457,1.2388588677396547E-5,16.83792087385195,7.483104362272859E-5,17.390342987299544,6.262937450315705E-4,16.105474943133085,3.205010700997608E-4,0.7708953410358568,9.273999429946266E-4,0.9532536382485404,0.008802603545553461,0.5204710679279341,0.006284128222143858,-0.31811855472427863,0.21979717170581753,0.4899464775982121,0.001457571511874416,0.2874248073537103,0.001025682976771146,4.343132289467,0.0036698399990220073,2.4631860056043653,0.004169501861712632,172,164,160,,,DCEP,,FUNDAMENTAL,,1635721458409799680,Gaia DR2 4659881981091701376,4659881981091701376,1280367296,2015.5,86.20283490420225,0.04763939371584933,-66.27756568228608,0.06353181971749247,0.04860522167723764,0.05923349825202865,0.8205698,1.3019604732017178,0.09650775253460976,0.5595245669453124,0.12259631134966706,0.017924737,-0.05223508,0.009765133,-0.18661681,0.5144209,-0.0684336,-0.14663254,0.12147041,0.06842068,0.001243209,220,0,218,2,0.88982177,231.1938,0.007977770804133066,0.002199044663532537,31,false,3.815454,1.4950231216683836,0.013632850526364844,0.14363328,25,16,0.116472386,0,172,false,1506,3372.8102257846754,19.52309099944158,172.76006,16.868385,167,1485.0357593376443,34.5903770889909,42.93205,17.422047,167,2854.294759176196,38.469899101618395,74.19553,16.123173,1.2865623,0,1.2988739,0.55366135,0.74521255,,,0,,,,VARIABLE,276.10754817549224,-31.337937106100878,8.815105007018962,-88.4550671174314,100001,4740.56,4560.74,4989.505,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=4659881981091701376,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=4659881981091701376
369295549951641967,4659845697206334848,3.9686246602877966,4.280485982730239E-6,,,,,,,1658.089763968258,6.05352133032503E-6,1658.072163549404,6.05352133032503E-6,1658.1275753962489,6.05352133032503E-6,15.502658519316192,6.107543048148971E-5,15.829325312841702,3.4333820123667625E-4,15.00378895428475,2.6822249625964745E-4,0.7176781526741607,5.622217681054055E-4,0.9025139603656811,0.005433450687731012,0.5643301217628771,0.0037653043427989426,-0.20751264819588133,0.21973371683355622,0.45618512449089965,4.400051846344213E-4,0.23444712887873612,7.143608413842544E-4,4.329837526587362,0.0015344857548841887,2.4653129530603,0.004137602554089275,165,150,148,,,DCEP,,FUNDAMENTAL,,1635721458409799680,Gaia DR2 4659845697206334848,4659845697206334848,1160641879,2015.5,86.284902330382,0.02950540095746865,-66.68102539529954,0.030522123864654863,-0.05515459758765298,0.030037160696485894,-1.836212,1.522405931653738,0.06179309692224859,0.5883724988430001,0.05984746024613266,0.15504305,0.059509486,0.07686987,-0.012081953,0.3431715,0.03696928,-0.21845329,0.021976871,-0.020672698,8.1606716E-4,220,0,220,0,2.3726687,267.27765,0.13172695417636682,1.6023575346718137,31,false,10.870553,1.607236235019448,0.008269626630008582,0.038827337,25,17,0.065745555,0,173,false,1472,11480.854018615773,59.548131399935706,192.79956,15.53843,157,6066.55546766259,124.58701789317944,48.69332,15.8940325,155,7840.822001575972,98.69085402387081,79.44831,15.026016,1.2113539,0,0.86801624,0.35560226,0.512414,,,0,,,,VARIABLE,276.57661802608226,-31.28098525046429,353.6310375683204,-88.5211257027529,110001,5771.5,5642.3335,6001.0,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=4659845697206334848,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=4659845697206334848
369295549951641967,4659536631371931520,7.903983292661716,9.775130500998017E-5,,,,,,,1646.2898418404266,1.3824122128478303E-4,1646.1216123931663,1.3824122128478303E-4,1646.5092949864286,1.3824122128478303E-4,15.150153108956454,4.142292872317613E-5,15.576681031292804,1.7698944020113144E-4,14.548681930754208,1.222654232754412E-4,0.15249879190074545,1.9792918858101813E-4,0.19571323192688617,0.001721182816184973,0.1204107597605315,0.0012262256219419281,,,0.10392353331064622,9.605697449599571E-4,,,6.233060482097407,0.009450738267832081,,,160,157,155,,,DCEP,,FUNDAMENTAL,,1635721458409799680,Gaia DR2 4659536631371931520,4659536631371931520,1024170977,2015.5,84.42645616124662,0.021027911396573073,-66.47871468681682,0.02360854936818884,-0.007825424916887381,0.022638950415874364,-0.345662,1.439460915662956,0.042243301980015455,0.5549258970759029,0.04920777024819194,0.103118986,0.058869235,0.15965913,-0.14106692,0.3160485,-0.040231228,-0.27711105,0.20244396,-0.13420637,0.029036995,230,0,230,0,-2.6743965,172.34344,0.0,0.0,31,false,19.574905,1.5639537867194204,0.006663670519230222,0.049097087,26,18,0.057593502,0,163,false,1417,16360.118454683985,22.330860017157235,732.6238,15.153899,157,8081.961122762122,42.3219341207279,190.96388,15.582596,158,12177.493538238927,43.35389302667806,280.8858,14.548025,1.238344,0,1.0345707,0.42869663,0.60587406,,,0,,,,VARIABLE,276.405309934102,-32.0328238562193,359.5568373614272,-87.7785454754017,110001,5146.6665,4987.5,5375.0,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=4659536631371931520,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=4659536631371931520
